,speaker,text,timestamp,clean_text
160,Joscha Bach," And then we see that most of the domains of mathematics that we have discovered are in some sense describing the same fractals. This is what category theory is obsessed about, that you can map these different domains to each other. So they're not that many fractals. And some of these have interesting structure and symmetry breaks. And so you can discover what region of this global fractal you might be embedded in from first principles. but the only way you can get there is from first principles.",1900-01-01 00:43:20,see domain mathematics discovered sense describing fractal category theory obsessed map different domain many fractal interesting structure symmetry break discover region global fractal might embedded first principle way get first principle
161,Joscha Bach, So basically your understanding of the universe has to start with automata and the number theory and then spaces and so on.,1900-01-01 00:43:47,basically understanding universe start automaton number theory space
162,Lex Fridman," Yeah, I think like Stephen Wolfram still dreams that he's that he'll be able to arrive at the fundamental rules of the cellular automata or the generalization of which is behind our universe.",1900-01-01 00:43:53,yeah think like stephen wolfram still dream able arrive fundamental rule cellular automaton generalization behind universe
163,Lex Fridman," Yeah, it's. You've said on this topic, you said in a recent conversation that, quote, Some people think that a simulation can't be conscious and only a physical system can. But it got a completely backward: a physical system cannot be conscious. Only a simulation can be conscious. Consciousness is a simulated property that simulated itself. Just like you said, the mind is kind of the call it story narrative. There's a simulation or so our mind is essentially a simulation.",1900-01-01 00:44:04,yeah said topic said recent conversation quote people think simulation conscious physical system got completely backward physical system cannot conscious simulation conscious consciousness simulated property simulated like said mind kind call story narrative simulation mind essentially simulation
164,Joscha Bach," Usually I try to use the terminology so that the mind is basically the principles that produced the simulation. It's the software that is implemented by your brain and the mind is creating both the universe that we are in and the self, the idea of a person that is on the other side of attention and is embedded in this world.",1900-01-01 00:44:37,usually try use terminology mind basically principle produced simulation software implemented brain mind creating universe self idea person side attention embedded world
165,Lex Fridman, Why is that important? That idea of a self. Why is that an important feature in the simulation.,1900-01-01 00:44:56,important idea self important feature simulation
166,Joscha Bach," It's basically a result of the purpose that the mind has. It's a tool for modeling, right? We are not actually monkeys. We are side effects of the regulation needs of monkeys. And what the monkey has to regulate is the relationship of an organism to an outside world that is in large part also consisting of other organisms. And as a result, it basically has regulation targets that it tries to get to. These regulation targets start with priors, they are basically like unconditional reflexes that we are more or less born with, and then we can reverse engineer them to make them more consistent.",1900-01-01 00:45:03,basically result purpose mind tool modeling right actually monkey side effect regulation need monkey monkey regulate relationship organism outside world large part also consisting organism result basically regulation target try get regulation target start prior basically like unconditional reflex le born reverse engineer make consistent
167,Joscha Bach," And then we get more detailed models about how the world works and how to interact with it. And so these priors that you commit to a largely target values that our needs should approach, set points, and this deviation to the set point creates some urge, some tension. And we find ourselves living inside of feedback loops. Right. Consciousness emerges over dimensions of disagreements with the universe, things where you care, things are not the way they should be, where you need to regulate.",1900-01-01 00:45:38,get detailed model world work interact prior commit largely target value need approach set point deviation set point creates urge tension find living inside feedback loop right consciousness emerges dimension disagreement universe thing care thing way need regulate
168,Joscha Bach," So in some sense, the sense of self is the result of all the identifications that you are having. And an identification is a regulation target that you're committing to. It's a dimension that you care about, you think is important. And this is also what locks you in. If you let go of these commitments, of these identifications, you get free. There's nothing that you have to do anymore. And if you let go of all of them, you're completely free and you can enter Nirvana because you're done.",1900-01-01 00:46:06,sense sense self result identification identification regulation target committing dimension care think important also lock let go commitment identification get free nothing anymore let go completely free enter nirvana done
169,Lex Fridman," And actually, this is a good time to pause and say thank you to a friend of mine, Gustav Söderström, who introduced me to your work. I wanted to give him a shout out. He's a brilliant guy. And I think the AI community is actually quite amazing and is a good representative of that, you are as well. So I'm I'm glad. First of all, I'm glad the Internet exists, youtube exist, where I can watch your talks and then get to your book and study your writing and think about, you know, that's amazing.",1900-01-01 00:46:31,actually good time pause say thank friend mine gustav sderstrm introduced work wanted give shout brilliant guy think ai community actually quite amazing good representative well glad first glad internet exists youtube exist watch talk get book study writing think know amazing
170,Lex Fridman," OK, but the you've kind of described to me this emergent phenomena of consciousness from the simulation. So what about the hard problem of consciousness? Can you just linger on it, like why does it still feel, like I understand you're kind of the self is an important part of the simulation? But why does the simulation feel like something?",1900-01-01 00:47:00,ok kind described emergent phenomenon consciousness simulation hard problem consciousness linger like still feel like understand kind self important part simulation simulation feel like something
171,Joscha Bach," So if you look at a book by, say, George R.R. Martin, where the characters have plausible psychology and they stand on a hill because they want to conquer the city below the hill and they're done in it, and they look at the color of the sky and they are apprehensive and feel empowered and all these things.",1900-01-01 00:47:27,look book say george r r martin character plausible psychology stand hill want conquer city hill done look color sky apprehensive feel empowered thing
172,Joscha Bach, Why do they have these emotions? It's because it's written into the story. Right. And it's written to the story because it's an adequate model of the person that predicts what they're going to do next. And the same thing is for us.,1900-01-01 00:47:42,emotion written story right written story adequate model person predicts going next thing u
173,Joscha Bach," So it's basically a story that our brain is writing. It's not written in words, it's written in perceptual content, basically multimedia content. And it's a model of what the person would feel if it existed. So it's a virtual person and you and me happen to be this virtual persons. So this virtual person gets access to the language center and talks about the sky being blue. And this is us.",1900-01-01 00:47:54,basically story brain writing written word written perceptual content basically multimedia content model person would feel existed virtual person happen virtual person virtual person get access language center talk sky blue u
174,Lex Fridman, But hold on a second. Do I exist in your simulation?,1900-01-01 00:48:18,hold second exist simulation
175,Joscha Bach," You do exist, in an almost similar way as me. So there are internal states that are less accessible for me that you have and so on, and my model might not be completely adequate. There are also things that I might perceive about you that you don't perceive. But in some sense, both you and me are some puppets, two puppets that enact this play in my mind. And I identify with one of them because I can control one of the puppet directly. And with the other one I can create things in between. So, for instance, we can go in and interact and that even leads to a coupling, to a feedback loop, so we can think things together in a certain way or feel things together. But this coupling is itself not a physical phenomenon, is entirely a software phenomenon. It's the result of two different implementations interacting with each other.",1900-01-01 00:48:23,exist almost similar way internal state le accessible model might completely adequate also thing might perceive perceive sense puppet two puppet enact play mind identify one control one puppet directly one create thing instance go interact even lead coupling feedback loop think thing together certain way feel thing together coupling physical phenomenon entirely software phenomenon result two different implementation interacting
176,Lex Fridman," So that's interesting. So are you suggesting ...I'd... Like the way you think about it... Is the entirety of existence a simulation and we're kind of each mind is a little sub-simulation? That like, why don't you, why doesn't your mind have access to my mind's full state? Like... For the same reason that my mind doesn't have access to its own full state... So what?I mean,",1900-01-01 00:49:11,interesting suggesting like way think entirety existence simulation kind mind little sub simulation like mind access mind full state like reason mind access full state mean
177,Joscha Bach," there is no trick involved. So basically, when I know something about myself, it's because I made a model. So one part of your brain is tasked with modeling what other parts of your brain are doing.",1900-01-01 00:49:43,trick involved basically know something made model one part brain tasked modeling part brain
178,Lex Fridman," Yes, but there seems to be an incredible consistency about this world in the physical sense that is repeatable experiments and so on. Yeah. How does that fit in to our silly the center of a apes simulation of the world? So why is it so why is everything so repeatable and not everything? There's a lot of fundamental physics experiments that are repeatable...",1900-01-01 00:49:52,yes seems incredible consistency world physical sense repeatable experiment yeah fit silly center ape simulation world everything repeatable everything lot fundamental physic experiment repeatable
179,Lex Fridman," for a long time, all over the place and so on. Laws of physics, how does that fit in you think?",1900-01-01 00:50:16,long time place law physic fit think
180,Joscha Bach," It seems that parts of the world that are not deterministic are not long lived. So if you build a system, any kind of automaton, so if you build simulations of something, you'll notice that the phenomena that endure are those that give rise to stable dynamics. So basically, if you see anything that is complex in the world, it's the result usually of some control of some feedback that keeps it stable around certain attractors. And the things that are not stable, that don't give rise to certain harmonic patterns and so on, they tend to get weeded out over time.",1900-01-01 00:50:21,seems part world deterministic long lived build system kind automaton build simulation something notice phenomenon endure give rise stable dynamic basically see anything complex world result usually control feedback keep stable around certain attractor thing stable give rise certain harmonic pattern tend get weeded time
181,Joscha Bach," So if we are in a region of the universe that sustains complexity, which is required to implement minds like ours, this is going to be a region of the universe that is very tightly controlled and controllable. So it's going to have lots of interesting symmetries and also symmetry breaks that allow the creation of structure.",1900-01-01 00:50:55,region universe sustains complexity required implement mind like going region universe tightly controlled controllable going lot interesting symmetry also symmetry break allow creation structure
182,Joscha Bach, But they exist where so there's such an interesting idea that mind is stimulation that's constructing the narrative. My question is just to try to understand how that fits with this with the entirety of the universe.,1900-01-01 00:51:17,exist interesting idea mind stimulation constructing narrative question try understand fit entirety universe
183,Joscha Bach, You're saying that there's a region of this universe that allows enough complexity to create creatures like us.,1900-01-01 00:51:32,saying region universe allows enough complexity create creature like u
184,Joscha Bach," But what's the connection between the the brain, the mind and the broader universe which comes first, which is more fundamental?",1900-01-01 00:51:37,connection brain mind broader universe come first fundamental
185,Joscha Bach, Is the is the mind a starting point? The universe is emergent. Is the universe the starting point? The minds are emergent.,1900-01-01 00:51:47,mind starting point universe emergent universe starting point mind emergent
186,Joscha Bach," Um, I think quite clearly the latter. It's at least a much easier explanation because it allows us to make causal models and I don't see any way to construct an inverse causality.",1900-01-01 00:51:53,um think quite clearly latter least much easier explanation allows u make causal model see way construct inverse causality
187,Lex Fridman, So what happens when you die to your mind simulation?,1900-01-01 00:52:04,happens die mind simulation
188,Joscha Bach," Um, my implementation ceases. So basically the thing that implements my self will no longer be present, which means -if I am not implemented on the minds of other people- the thing that I identify with. The weird thing is: I don't actually have an identity beyond the identity that I construct. If I was the Dalai Lama, he identifies as a form of government. So basically the Dalai Lama gets reborn, not because he is confused, but because he is not identifying as a human being.",1900-01-01 00:52:07,um implementation cease basically thing implement self longer present mean implemented mind people thing identify weird thing actually identity beyond identity construct dalai lama identifies form government basically dalai lama get reborn confused identifying human
189,Joscha Bach," He runs on a human being. He's basically a governmental software. Right. That is instantiated in every new generation anew. So his advisors will pick someone who does this in the next generation. So if you identify with this, you are no longer human and you don't die, in the sense that what dies is only the body of the human that you run on. To kill the Dalai Lama, you would have to kill his tradition. And if we look at ourselves, we realize that we are to a small part like this, most of us. So for instance, if you have children, you realize something lives on in them. Or if you spark an idea in the world, something lives on. Or if you identify with the society around you. Because you are a part that, you're not just this human being.",1900-01-01 00:52:38,run human basically governmental software right instantiated every new generation anew advisor pick someone next generation identify longer human die sense dy body human run kill dalai lama would kill tradition look realize small part like us instance child realize something life spark idea world something life identify society around part human
190,Joscha Bach, Yeah.,1900-01-01 00:53:18,yeah
191,Joscha Bach," So in a sense, you are kind of like a Dalai Lama in the sense that you, Joscha Bach , is just a collection of ideas like you have this operating system on, which is a bunch of ideas live and interact. And then once you die, there kind of, some of them jump off the ship...",1900-01-01 00:53:18,sense kind like dalai lama sense joscha bach collection idea like operating system bunch idea live interact die kind jump ship
192,Joscha Bach, You put it the other way. Identity is a software state. It's a construction. It's not physically real. Your identity is not a physical concept. It's basically a representation of different objects on the same world line.,1900-01-01 00:53:36,put way identity software state construction physically real identity physical concept basically representation different object world line
193,Joscha Bach, But identity...,1900-01-01 00:53:48,identity
194,Joscha Bach," lives and dies, are you attached? This is... What's the fundamental thing is that the ideas that come together to form identity or each individual identity actually are fundamental thing.",1900-01-01 00:53:51,life dy attached fundamental thing idea come together form identity individual identity actually fundamental thing
195,Joscha Bach, It's a representation that you can get agency over if you care. So basically you can choose what you identify with if you want to.,1900-01-01 00:54:03,representation get agency care basically choose identify want
196,Lex Fridman, But it just seems uh...,1900-01-01 00:54:10,seems uh
197,Lex Fridman," If if the mind is not real, it's not that the the birth and death is not a crucial part of it.",1900-01-01 00:54:12,mind real birth death crucial part
198,Lex Fridman," Well, maybe I'm silly. Maybe I'm attached to this whole biological organism.",1900-01-01 00:54:22,well maybe silly maybe attached whole biological organism
199,Lex Fridman," But it seems that the physical being, a physical object in this world is is an important aspect of birth and death. Like it feels like it has to be physical to die. It feels like simulations don't have to die.",1900-01-01 00:54:31,seems physical physical object world important aspect birth death like feel like physical die feel like simulation die
200,Joscha Bach," The physics that we experience is not the real physics. There is no color and sound in the real world. Color and sound are types of representations that you get if you want to model reality with oscillators. So colors and sound, in some sense, have octaves. and it's because they are represented properly with oscillators. Right. So that's why colors form a circle of hues. And colors have harmonics, sounds have harmonics as a result of synchronizing oscillators in the brain.",1900-01-01 00:54:46,physic experience real physic color sound real world color sound type representation get want model reality oscillator color sound sense octave represented properly oscillator right color form circle hue color harmonic sound harmonic result synchronizing oscillator brain
201,Joscha Bach," Right. So the world that we subjectively interact with is fundamentally the result of the representation mechanisms in our brain. They're mathematically, to some degree, universal. There are certain regularities that you can discover in the patterns and not others, but the patterns that we get, this is not the real world. The world that we interact with is always made of too many parts to count. Right? So when you look at this table and so on, it's consisting of so many molecules and atoms that you cannot count them.",1900-01-01 00:55:13,right world subjectively interact fundamentally result representation mechanism brain mathematically degree universal certain regularity discover pattern others pattern get real world world interact always made many part count right look table consisting many molecule atom cannot count
202,Joscha Bach," So you only look at the aggregate dynamics that limit dynamics. If you had almost infinitely many patterns of particles, what would be the dynamics of the table? And this is roughly what you get. So geometry that we're interacting with is the result of discovering those operators that work in the limit, that you get by building an infinite serious that converges. For those parts where it converges it's geometry, for those parts where it doesn't convergence it's chaos.",1900-01-01 00:55:40,look aggregate dynamic limit dynamic almost infinitely many pattern particle would dynamic table roughly get geometry interacting result discovering operator work limit get building infinite serious converges part converges geometry part convergence chaos
203,Lex Fridman," Right. And then so all of that is filtered through the sort of the consciousness that's emergent in our narrative, that the consciousness gives it color, gives a feeling, gives a flavor.",1900-01-01 00:56:05,right filtered sort consciousness emergent narrative consciousness give color give feeling give flavor
204,Joscha Bach," So I think the feeling, flavor and so on is given by the relationship that a feature has to all the other features. It's basically a giant relational graph that is our subjective universe. The color is given by those aspects of the representation or the experiential color where you care about where you have identifications.",1900-01-01 00:56:17,think feeling flavor given relationship feature feature basically giant relational graph subjective universe color given aspect representation experiential color care identification
205,Joscha Bach," Where something means something, where you are the inside of a feedback loop. And the dimensions of of caring are basically dimensions of this motivational system that we emerge over.",1900-01-01 00:56:37,something mean something inside feedback loop dimension caring basically dimension motivational system emerge
206,Lex Fridman," The the meaning of the relations, the graph...",1900-01-01 00:56:46,meaning relation graph
207,Lex Fridman, Can you elaborate on that a little bit? Like where does the maybe even step back and ask the question of what is consciousness to be sort of more systematic? Like what what what do you how do you think about consciousness?,1900-01-01 00:56:50,elaborate little bit like maybe even step back ask question consciousness sort systematic like think consciousness
208,Joscha Bach," I think that consciousness is largely a model of the contents of your attention. It's a mechanism that has evolved for a certain type of learning. At the moment, our machine learning systems largely work by building chains of weighted sums of real numbers for some non-linearity. And you learn by piping in error signals through these different chained layers and adjusting the weights and these weighted sums. And you can approximate the most polynoms with this if you have enough training data. But the price is, you need to change a lot of these weights.",1900-01-01 00:57:04,think consciousness largely model content attention mechanism evolved certain type learning moment machine learning system largely work building chain weighted sum real number non linearity learn piping error signal different chained layer adjusting weight weighted sum approximate polynoms enough training data price need change lot weight
209,Joscha Bach," Basically, the arrow is piped backwards into the system until it accumulates at certain junctures in the network and everything else evens out statistically. And only at this juncture, this is where you had the actual error in the network, you make the change there. This is a very slow process and our brains don't have enough time for that because we don't get old enough to play GO the way that our machines learn to play GO. So instead, what we do is an attention based learning.",1900-01-01 00:57:41,basically arrow piped backwards system accumulates certain juncture network everything else even statistically juncture actual error network make change slow process brain enough time get old enough play go way machine learn play go instead attention based learning
210,Joscha Bach," We pinpoint the probable region in the network where we can make an improvement, and then we store the this binding state together with the expected outcome in a protocol. And this ability to make indexed memories for the purpose of learning to revisit these commitments later. This requires a memory of the contents of our attention. Another aspect is when I construct my reality, I make mistakes. So I see things that turn out to be reflections or shadows and so on, which means I have to be able to point out which features of my perception gave rise to a present construction of reality.",1900-01-01 00:58:05,pinpoint probable region network make improvement store binding state together expected outcome protocol ability make indexed memory purpose learning revisit commitment later requires memory content attention another aspect construct reality make mistake see thing turn reflection shadow mean able point feature perception gave rise present construction reality
211,Joscha Bach," So the system needs to pay attention to the features that are currently in its focus. And it also needs to pay attention to whether it pays attention itself, in part because the attentional system gets trained with the same mechanism, so it's reflexive. But also in part because your attention lapses if you don't pay attention to the attention itself. Right? So is the thing that I'm currently seeing, just a dream that my brain has spun off into some kind of daydream? Or am I still paying attention to my percept?",1900-01-01 00:58:41,system need pay attention feature currently focus also need pay attention whether pay attention part attentional system get trained mechanism reflexive also part attention lapse pay attention attention right thing currently seeing dream brain spun kind daydream still paying attention percept
212,Joscha Bach," So you have to periodically go back and see whether you're still paying attention and if you have this loop and you make it tight enough between the system becoming aware of the contents of its attention and the fact that it's paying attention itself and makes attention the object of its attention, I think this is the loop over which we wake up.",1900-01-01 00:59:09,periodically go back see whether still paying attention loop make tight enough system becoming aware content attention fact paying attention make attention object attention think loop wake
213,Lex Fridman," So there's this... So there's this attentional mechanism that's somehow self-referential that's fundamental to our consciousnesses. So I'll just ask you a question. I don't know how much you're familiar with the recent breakthroughs in natural language processing. They use attentional mechanisms, use something called Transformer's to learn patterns and sentences by allowing the network to focus its attention to particular parts of the sentence and each individual. So like parametrised and make it learnable the dynamics of a sentence by having like a little window into the into the sentence.",1900-01-01 00:59:25,attentional mechanism somehow self referential fundamental consciousness ask question know much familiar recent breakthrough natural language processing use attentional mechanism use something called transformer learn pattern sentence allowing network focus attention particular part sentence individual like parametrised make learnable dynamic sentence like little window sentence
214,Lex Fridman," Do you think that's like a little step towards that adventure, which will take us to the intentional mechanisms from which consciousness can emerge?",1900-01-01 01:00:07,think like little step towards adventure take u intentional mechanism consciousness emerge
215,Joscha Bach," Not quite. I think it models only one aspect of attention. In the early days of automated language translation, there was an example that I find particularly funny where somebody tried to translate a text from English into German and it was a bat broke the window. And the translation in German was Eine Fledermaus zerbrach das Fenster mit einem Baseballschläger. So to translate back into English a bat, this flying mammal broke the window with a baseball bat.",1900-01-01 01:00:16,quite think model one aspect attention early day automated language translation example find particularly funny somebody tried translate text english german bat broke window translation german eine fledermaus zerbrach da fenster mit einem baseballschlger translate back english bat flying mammal broke window baseball bat
216,Lex Fridman, Yes.,1900-01-01 01:00:48,yes
217,Joscha Bach, And it seemed to be the most similar to this program because it somehow maximized the possibility of translating the concept bat into German in the same sentence.,1900-01-01 01:00:48,seemed similar program somehow maximized possibility translating concept bat german sentence
218,Joscha Bach, And this is a mistake that the transformer model is not doing because it's tracking identity. And the attentional mechanism in the transformer model is basically putting its finger on individual concepts and make sure that these concepts pop up later in the text.,1900-01-01 01:00:59,mistake transformer model tracking identity attentional mechanism transformer model basically putting finger individual concept make sure concept pop later text
219,Lex Fridman, Yeah.,1900-01-01 01:01:14,yeah
220,Joscha Bach," And tracks basically the individuals through the text. And it's why the system can learn things that other systems couldn't before it, which makes it, for instance, possible to write a text where it talks about a scientist and the scientist has a name and has a pronoun and it gets a consistent story about that thing.",1900-01-01 01:01:14,track basically individual text system learn thing system make instance possible write text talk scientist scientist name pronoun get consistent story thing
221,Joscha Bach," What it does not do, it doesn't fully integrate this. So its meaning falls apart at some point. It loses track of this context. It does not yet understand that everything that it says has to refer to the same universe. And this is where this thing falls apart. But the attention in the transformer model does not go beyond tracking identity. And tracking identity is an important part of attention, but it's a different, very specific attentional mechanism. And it's not the one that gives rise to the type of consciousness that we have.",1900-01-01 01:01:31,fully integrate meaning fall apart point loses track context yet understand everything say refer universe thing fall apart attention transformer model go beyond tracking identity tracking identity important part attention different specific attentional mechanism one give rise type consciousness
222,Lex Fridman," Just to linger on it, what do you mean by identity in the context of language?",1900-01-01 01:01:59,linger mean identity context language
223,Joscha Bach," So when you talk about language, you have different words that can refer to the same concept.",1900-01-01 01:02:03,talk language different word refer concept
224,Lex Fridman, Got it.,1900-01-01 01:02:09,got
225,Joscha Bach, And in the sense...,1900-01-01 01:02:09,sense
226,Lex Fridman, So space of concepts so..,1900-01-01 01:02:10,space concept
227,Joscha Bach," Yes. And it can also be in a nominal sense or in lexical sense that you say, this word does not only refer to this class of objects, but it refers to a definite object to some kind of agent that waves their way through the story and is only referred by different ways in the language. So the language is basically a projection from a conceptual representation, from a scene that is evolving into discrete string of symbols. And what a transformer is able to do, it learns aspects of this projection mechanism that other models couldn't learn.",1900-01-01 01:02:12,yes also nominal sense lexical sense say word refer class object refers definite object kind agent wave way story referred different way language language basically projection conceptual representation scene evolving discrete string symbol transformer able learns aspect projection mechanism model learn
228,Lex Fridman," So have you ever seen artificial intelligence or any kind of construction idea that allows for unlike neural networks or perhaps within neural networks, that's able to form something where the space of concepts continues to be integrated? So what you're describing... Building a knowledge base, building this consistent larger and larger set of ideas that would then allow for deeper understanding?",1900-01-01 01:02:49,ever seen artificial intelligence kind construction idea allows unlike neural network perhaps within neural network able form something space concept continues integrated describing building knowledge base building consistent larger larger set idea would allow deeper understanding
229,Joscha Bach," Wittgenstein thought that we can build everything from language, from basically a logical grammatical construct.",1900-01-01 01:03:15,wittgenstein thought build everything language basically logical grammatical construct
230,Joscha Bach," And I think to some degree, this was also what Minsky believed. So that's why he focused so much on common sense reasoning and so on. And a project that was inspired by him was Cyc, um, there was ...",1900-01-01 01:03:22,think degree also minsky believed focused much common sense reasoning project inspired cyc um
231,Lex Fridman, It's still going on.,1900-01-01 01:03:35,still going
232,Joscha Bach," Yes, of course. Ideas don't die. Only people die. And...",1900-01-01 01:03:36,yes course idea die people die
233,Lex Fridman," that's true, but uh...",1900-01-01 01:03:42,true uh
234,Joscha Bach," And Cyc is a productive project. It's just probably not one that is going to converge to general intelligence. The thing that Wittgenstein couldn't solve, and he looked at this in his book at the end of his life, Philosophical Investigations, was the notion of images.",1900-01-01 01:03:43,cyc productive project probably one going converge general intelligence thing wittgenstein solve looked book end life philosophical investigation notion image
235,Joscha Bach," So images play an important role in Tractatus, the Tractatus, an attempt to basically turn philosophy into logical probing language. To design a logical language in which you can do actual philosophy, that is rich enough for doing this. And the difficulty was to deal with perceptual content. And eventually I think he decided that he was not able to solve it. And I think this preempted the failure of the largest program in A.I. And the solution as we see it today is, we need more general functional approximation.",1900-01-01 01:03:58,image play important role tractatus tractatus attempt basically turn philosophy logical probing language design logical language actual philosophy rich enough difficulty deal perceptual content eventually think decided able solve think preempted failure largest program solution see today need general functional approximation
236,Joscha Bach," There are functions, geometric functions, that we learn to approximate, that cannot be efficiently expressed and computed in a grammatical language. We can, of course, build automata that go via number theory and so on to learn linear algebra and then compute an approximation of this geometry. But to equate language and geometry is not an efficient way to think about it.",1900-01-01 01:04:27,function geometric function learn approximate cannot efficiently expressed computed grammatical language course build automaton go via number theory learn linear algebra compute approximation geometry equate language geometry efficient way think
237,Lex Fridman, So functional... Where you kind of just said that neural networks are sort of the approach anyone always takes is actually more general than than what can be expressed through language.,1900-01-01 01:04:49,functional kind said neural network sort approach anyone always take actually general expressed language
238,Joscha Bach, Yes. So what can be efficiently expressed through language at the data rates at which we process grammatical language.,1900-01-01 01:05:01,yes efficiently expressed language data rate process grammatical language
239,Lex Fridman," OK, so you don't think... So... You don't think languages.... So you disagree with Wittgenstein that language is not fundamental to...",1900-01-01 01:05:09,ok think think language disagree wittgenstein language fundamental
240,Joscha Bach," I agree with Wittgenstein, I just agree with the late Wittgenstein. And I also agree with the beauty of the early Wittgenstein. I think that the Tractatus itself is probably the most beautiful philosophical text that was written in the 20th century.",1900-01-01 01:05:15,agree wittgenstein agree late wittgenstein also agree beauty early wittgenstein think tractatus probably beautiful philosophical text written century
241,Lex Fridman," But but language is not fundamental to cognition, intelligence and consciousness.",1900-01-01 01:05:30,language fundamental cognition intelligence consciousness
242,Joscha Bach," So I think that language is a particular way or the natural language that we are using at a particular level of abstraction that we use to communicate with each other. But the languages in which we express geometry are not grammatical languages in the same sense. So they work slightly different, they're more general expressions of functions. And I think the general nature of a model is, you have a bunch of parameters, these are... have arranged, these are the variances of the world. And you have relationships between them, which are constraints which say if certain parameters have these values, then other parameters have to have the following values.",1900-01-01 01:05:35,think language particular way natural language using particular level abstraction use communicate language express geometry grammatical language sense work slightly different general expression function think general nature model bunch parameter arranged variance world relationship constraint say certain parameter value parameter following value
243,Joscha Bach," And this is a very early insight in computer science. And I think the some of the earliest formulations is the Boltzmann machine. And the problem with the Boltzmann machine is that it has a measure of whether it's good, its basically the energy on the system, the amount of tension that you have left in the constraints where the constraints don't quite match.",1900-01-01 01:06:12,early insight computer science think earliest formulation boltzmann machine problem boltzmann machine measure whether good basically energy system amount tension left constraint constraint quite match
244,Joscha Bach," And it's very difficult to -despite having this global measure- to train it. Because as soon as you add more than trivially a few elements, parameters into the system, it's very difficult to get it settled in the right architecture. And so the solution that Hinton and Sejnowski found was to use a restricted Boltzmann machine which uses the hidden links, the internal links in the Boltzmann machine, and only has the based input and output layer. But there's limits the expressivity of the Boltzmann machines.",1900-01-01 01:06:29,difficult despite global measure train soon add trivially element parameter system difficult get settled right architecture solution hinton sejnowski found use restricted boltzmann machine us hidden link internal link boltzmann machine based input output layer limit expressivity boltzmann machine
245,Joscha Bach," So now he built a network of small of these primitive Boltzmann machines. And in some sense you can see almost continuous development from this to the deep learning models that we are using today. Even though we don't use Boltzmann machines at this point. But the idea of the machine is you take this model, you clamp some of the values to perception, and this forces the entire machine to go into a state that is compatible with the states that you currently perceive and this state is your model of the world.",1900-01-01 01:07:01,built network small primitive boltzmann machine sense see almost continuous development deep learning model using today even though use boltzmann machine point idea machine take model clamp value perception force entire machine go state compatible state currently perceive state model world
246,Joscha Bach," I think it's a very general way of thinking about models, but we have to use a different approach to make it work. And this is: we have to find different networks that train the Boltzmann machine. So the mechanism that trains the Boltzmann machine and the mechanism that makes the bottom machine settle into its state are distinct from the constrained architecture of the Boltzmann machine itself.",1900-01-01 01:07:27,think general way thinking model use different approach make work find different network train boltzmann machine mechanism train boltzmann machine mechanism make bottom machine settle state distinct constrained architecture boltzmann machine
247,Lex Fridman, That's the kind of mechanism that we want to develop. You're saying?,1900-01-01 01:07:50,kind mechanism want develop saying
248,Joscha Bach," Yes. So that's the direction in which I think our research is going to go. It's going to, for instance, what you notice in perception is: our perceptional models of the world are not probabilistic, but possiballistic, which means you should be able to perceive things that are improbable but possible. Right? Perceptual state is valid, not if it's probable, but if it's possible, if it's coherent.",1900-01-01 01:07:53,yes direction think research going go going instance notice perception perceptional model world probabilistic possiballistic mean able perceive thing improbable possible right perceptual state valid probable possible coherent
249,Lex Fridman, Yeah.,1900-01-01 01:08:16,yeah
250,Joscha Bach," So if you see a tiger coming after you, you should be able to see this, even if it's unlikely.",1900-01-01 01:08:17,see tiger coming able see even unlikely
251,Joscha Bach," And the probability is necessary for convergence of the models. So given the state of possibilities that is very, very large and a set of perceptual features, how should you change the state of states of the model to get it to converge with your perception?",1900-01-01 01:08:22,probability necessary convergence model given state possibility large set perceptual feature change state state model get converge perception
252,Lex Fridman," Uh, but the the space of the space of ideas that are coherent with the context that you're sensing is perhaps not as large. I mean, that that's perhaps a pretty small.",1900-01-01 01:08:37,uh space space idea coherent context sensing perhaps large mean perhaps pretty small
253,Joscha Bach," The degree of coherence that you need to achieve, depends, of course, how deep your model go. That is, for instance, politics is very simple when you know very little about game theory and human nature. So the younger you are, the more obvious this is how politics would work, right?",1900-01-01 01:08:50,degree coherence need achieve depends course deep model go instance politics simple know little game theory human nature younger obvious politics would work right
254,Joscha Bach, Yes.,1900-01-01 01:09:06,yes
255,Joscha Bach," And because you get a coherent aesthetics for relatively few inputs. And the more layers you model, the more layers you model reality, the harder it gets to satisfy all the constraints.",1900-01-01 01:09:06,get coherent aesthetic relatively input layer model layer model reality harder get satisfy constraint
256,Lex Fridman," So, you know, the current neural networks are fundamentally supervised learning system with a feed forward neural network is back propagation to learn. What's your intuition about what kind of mechanisms might we move towards to improve the learning procedure?",1900-01-01 01:09:18,know current neural network fundamentally supervised learning system feed forward neural network back propagation learn intuition kind mechanism might move towards improve learning procedure
